Chinese,Pinyin,Part,Definition,Sentence 1 - Chinese,Sentence 1 - Pinyin,Sentence 1 - English,Sentence 2 - Chinese,Sentence 2 - Pinyin,Sentence 2 - English
整理,zhěnglǐ,Verb,"to arrange, to tidy up",把房间整理好，就可以吃晚餐。,"Bǎ fángjiān zhěnglǐ hǎo, jiù kěyǐ chī wǎncān.","After tidying up the room, you can eat dinner.",你赶快整理东西，妈妈要回家了。,"Nǐ gǎnkuài zhěnglǐ dōngxi, māmā yào huí jiā le.","Quickly tidy up your room, Mom is coming back home."
扫地,sǎodì,Verb Object,"to sweep the floor,",他喜欢扫地和整理房间。,Tā xǐhuan sǎodì hé zhěnglǐ fángjiān.,He likes to sweep and clean the room.,弟弟每个星期都帮妈妈扫地。,Dìdi měi ge xīngqī dōu bāng māma sǎodì.,My younger brother helps mother sweeping floor every week.
打破,dǎpò,Verb,"to break, to smash",他把我最喜欢的杯子打破了。,Tā bǎ wǒ zuì xǐhuan de bēizi dǎpò le.,My favorite mug was broken by him.,整理房间的时候，他不小心打破了东西。,"Zhěnglǐ fángjiān de shíhou, tā bù xiǎoxīn dǎpòle dōngxi.","When cleaning the room, he accidentally broke something."
丢,diū,Verb,to lose,我的手机丢了，我好难过。,"Wǒ de shǒujī diū le, wǒ hǎo nánguò.","My cell phone is lost, I am so sad.",他怕丢钱。,Tā pà diū qián.,He is afraid of losing his money.
出事,chūshì,Verb Object,"to have an accident, to meet with a mishap",出事了，快打电话回家。,"Chūshì le, kuài dǎdiànhuà huí jiā.",Something happened! Call home!,为什么都不接电话，是不是出事了？,"Wèishénme dōu bù jiē diànhuà, shì búshì chūshì le?",Why did you all not pick up the phone? Did something happen?
奇怪,qíguài,Adj,"strange, odd",真奇怪，今天他没有来上班。,"Zhēn qíguài, jīntiān tā méiyǒu lái shàngbān.","Really strange, today he did not come to work.",今天的天气很奇怪，刚是雨天，现在是晴天。,"Jīntiān de tiānqì hěn qíguài, gāng shì yǔtiān, xiànzài shì qíngtiān.","The weather today is weird, It was just raining, and now is sunny day."
糊涂,hútú,Adj,"muddled, silly, confused",你真糊涂，手机不是在你的包包里吗？,"Nǐ zhēn hútú, shǒujī bùshì zài nǐ de bāo bāo lǐ ma?","You're so confused, isn't your phone in your bag?",我的弟弟很糊涂，常忘了带钱包出门。,"Wǒ de dìdì hěn hútú, cháng wàngle dài qiánbāo chūmén.","My younger brother is very careless, he often forget to bring his wallet when go out."
不见,bújiàn,Adj,"to have disappeared, to be missing",我的手机不见了，快帮我找一找。,"Wǒ de shǒujī bújiànle, kuài bāng wǒ zhǎo yī zhǎo.","My cell phone is gone, help me find it.",我买的鱼怎么不见了？,Wǒ mǎi de yú zěnme bùjiàn le?,Where's the fish I bought?
难过,nánguò,Adj,"to feel sad, to feel unwell",我最喜欢的杯子被打破了，我很难过。,"Wǒ zuì xǐhuan de bēizi bèi dǎpòle, wǒ hěn nánguò.","My favorite cup was broken, so I was very sad.",我的手机不见了，所以我很难过。,"Wǒ de shǒujī bùjiànle, suǒyǐ wǒ hěn nánguò.","My cellphone is missing, so I am sad."
好在,hǎo zài,Adv,"luckily, fortunately",好在你找到了手机，没有手机真不方便。,"Hǎo zài nǐ zhǎodàole shǒujī, méiyǒu shǒujī zhēn bù fāngbiàn.","Fortunately, you found your cell phone. It's really inconvenient without it.",好在我今天没出门，外面现在下大雨。,"Hǎo zài wǒ jīntiān méi chūmén, wàimiàn xiànzài xià dàyǔ.","Luckily I didn’t go out today, it’s raining heavily outside."
别急,bié jí,Phrase,"Dont rush, dont be anxious",别急！时间还没到呢！你可以慢慢来。,Bié jí! Shíjiān hái méi dào ne! Nǐ kěyǐ màn man lái.,Do not worry! Time is not yet up! You can do slowly.,别急，你的汉语会慢慢进步的。,"Bié jí, nǐ de hànyǔ huì màn man jìnbù de.","Don’t worry, your Chinese will improve gradually."
小偷,xiǎotōu,Noun,thief,我看到小偷跑了，快打电话给警察。,"Wǒ kàn dào xiǎotōu pǎole, kuài dǎdiànhuà gěi jǐngchá.","I saw the thief gone, call the police right now!",昨天我家的东西都让小偷给偷了。,Zuótiān wǒjiā de dōngxi dōu ràng xiǎotōu gěi tōule.,My things are all stolen by thief yesterday.
偷,tōu,Verb,to steal,我家的电视让小偷给偷了。,Wǒjiā de diànshì ràng xiǎotōu gěi tōule.,The thief stole my TV.,我放在桌上的电脑被偷了。,Wǒ fàng zài zhuō shàng de diànnǎo bèi tōule.,The computer I placed on the table was stolen.
戴,dài,Verb,"to put on or wear (glasses, hat, gloves etc)",那个人戴着红色的帽子，走得很快，太奇怪了。,"Nà gèrén dàizhe hóngsè de màozi, zǒu de hěn kuài, tài qíguài le.","The man, who wore a red hat, walked very quickly. It was so strange.",如果不戴眼镜，我看不到老师写在黑板的字。,"Rúguǒ bú dài yǎnjìng, wǒ kàn bú dào lǎoshī xiě zài hēibǎn de zì.","If I don’t wear glasses, I can’t see the words on the blackboard that are written by teacher."
背,bēi,Verb,to carry on the back or shoulder,我背了太多东西，好重，你可以帮我吗？,"Wǒ bēi le tài duō dōngxi, hǎo zhòng, nǐ kěyǐ bāng wǒ ma?",I'm carrying too many things with me. They are so heavy. Can you help me?,今天我哥哥背着昨天买的新书包。,Jīntiān wǒ gēgē bēi zhe zuótiān mǎi de xīn shūbāo.,My brother is carrying the bag which he bought yesterday.
帽子,màozi,Noun,"hat, cap",这是我最喜欢的帽子，是我妈妈送给我的。,"Zhè shì wǒ zuì xǐhuan de màozi, shì wǒ māmā sòng gěi wǒ de.",This is my favorite hat. My mother gave me this hat.,我每天都戴着帽子去上课。,Wǒ měitiān dōu dàizhe màozi qù shàngkè.,I wear hat to class every day.
眼镜,yǎnjìng,Noun,"spectacles, eyeglasses",这副眼镜，很漂亮，我很喜欢。,"Zhè fù yǎnjìng, hěn piàoliang, wǒ hěn xǐhuan.",This glasses is beautiful. I like it so much.,放在洗手间的眼镜是谁的？,Fàng zài xǐshǒujiān de yǎnjìng shì shéi de?,Whose are the glasses left in the restroom?
背包,bèibāo,Noun,"knapsack,backpack",这个背包是爸爸送给我的，我已经用了五年了。,"Zhège bēibāo shì bàba sòng gěi wǒ de, wǒ yǐjīng yòng le wǔ nián le.",My father presented this backpack for me. I've already used for five years.,这个背包很大，能装很多东西。,"Zhège bēibāo hěn dà, néng zhuāng hěnduō dōngxi.","This bag is really big, you can put a lot of things in it."
鞋,xié,Noun,shoes,明天你陪我去百货公司买鞋吧！,Míngtiān nǐ péi wǒ qù bǎihuò gōngsī mǎi xié ba!,Tomorrow accompany me to the department store to buy shoes!,穿这双鞋去公司不太合适。,Chuān zhè shuāng xié qù gōngsī bù tài héshì.,It’s not appropriate to wearing this shoes to the office.
衬衫,chènshān,Noun,"shirt, blouse",这件衬衫我在百货公司买的。,Zhè jiàn chènshān wǒ zài bǎihuò gōngsī mǎi de.,This shirt I bought in the department store.,我真糊涂，今天穿错衬衫去公司。,"Wǒ zhēn hútú, jīntiān chuān cuò chènshān qù gōngsī.",How silly I am. I wore the wrong shirts to the office.
裤子,kùzi,Noun,"trousers, pants",这件裤子被他弄破了，妈妈很生气。,"Zhè jiàn kùzi bèi tā nòng pòle, māmā hěn shēngqì.","This pants were broken by him, so my mother was very angry.",我昨天整理房间的时候，发现小时候穿过的裤子。,"Wǒ zuótiān zhěnglǐ fángjiān de shíhou, fāxiàn xiǎoshíhou chuānguò de kùzi.","When I cleaned the room yesterday, I found the pants I had worn when I was little."
双,shuāng,Measure word,a pair of,这里有好多鞋子，你喜欢哪一双鞋呢？,"Zhèlǐ yǒu hǎoduō xiézi, nǐ xǐhuan nǎ yī shuāng xié ne?","There are a lot of shoes here, which pair of shoes do you like?",这双筷子是我在北京买的。,Zhè shuāng kuàizi shì wǒ zài běijīng mǎi de.,I bought this pair of chopsticks in Beijing.
跑,pǎo,Verb,to run,公共汽车要来了，快跑，上班来不及了。,"Gōnggòng qìchē yào láile, kuài pǎo, shàngbān láibují le.","Bus is coming, we’re going to be late, run faster!",晴天的时候，我喜欢到我家附近的公园跑一跑。,"Qíngtiān de shíhou, wǒ xǐhuan dào wǒjiā fùjìn de gōngyuán pǎo yī pǎo.","In sunny day, I like to go running in the park where near my home."
警察,jǐngchá,Noun,"police, police officer",我迷路了，好在有警察的帮忙。,"Wǒ mílùle, hǎo zài yǒu jǐngchá de bāngmáng.","I was lost, but fortunately, a police helped me.",警察先生，请问这附近的历史博物馆在哪儿？,"Jǐngchá xiānshēng, qǐngwèn zhè fùjìn de lìshǐ bówùguǎn zài nǎ'er?","Police officer, May I ask where the nearby history museum is?"
怪不得,guàibùdé,Phrase,"no wonder!, so that's why!",原来今天是他的生日，怪不得他这么开心。,"Yuánlái jīntiān shì tā de shēngrì, guàibùdé tā zhème kāixīn.",It is his birthday today. No wonder he is so happy.,我昨天喝酒喝太多，怪不得今天早上头痛。,"Wǒ zuótiān hējiǔ hē tài duō, guàibùdé jīntiān zǎoshang tóutòng.","I drank too much yesterday, no wonder I have headache this morning."
左右,zuǒyòu,Adv,approximately,我昨天十二点左右才睡。,Wǒ zuótiān shí'èr diǎn zuǒyòu cái shuì.,I slept at about twelve o'clock yesterday.,我学了三个月左右的汉语。,Wǒ xuéle sān gè yuè zuǒyòu de hànyǔ.,I have learned Chinese for about three months.
比赛,bǐsài,Noun,"competition (sports etc), match",今天晚上是足球比赛，你要一起看吗？,"Jīntiān wǎnshàng shì zúqiú bǐsài, nǐ yào yīqǐ kàn ma?","Tonight is a football match, do you want to see it together?",明天晚上比赛才开始，下班以后一起去酒吧看吧！,"Míngtiān wǎnshàng bǐsài cái kāishǐ, xiàbān yǐhòu yīqǐ qù jiǔbā kàn ba!",The competition will begin tomorrow night. Let’s go watch the game at the bar after work!
赢,yíng,Verb,"to beat, to win",我最喜欢的球队赢了，我太高兴了。,"Wǒ zuì xǐhuan de qiú duì yíngle, wǒ tài gāoxìngle.","My favorite team won, I'm so happy",我相信他们一定会赢。,Wǒ xiāngxìn tāmen yídìng huì yíng.,I believe they will win!
进球,jìn qiú,Verb Object,to score a goal,是他踢进球的，真的是太厉害了。,"Shì tā tī jìn qiú de, zhēn de shì tài lìhàile.","It was his goal, he's really quite skilled.",进球了，我们赢了！,"Jìn qiúle, wǒmen yíngle!","He scored the goal, we won!"
秃,tū,Adj,bald,他的头有点儿秃，但是很帅。,"Tā de tóu yǒudiǎnr tū, dànshì hěn shuài.","His head is a bit bald, but he is still handsome.",我的爸爸头有点儿秃。,Wǒ de bàba tóu yǒudiǎn er tū.,My father is a little bald.
魅力,mèilì,Noun,charming,这个男人很有魅力，大家都很喜欢他。,"Zhège nánrén hěn yǒu mèilì, dàjiā dōu hěn xǐhuan tā.","This man is very attractive, we all like him.",他笑起来很有魅力。,Tā xiào qǐlái hěn yǒu mèilì.,He is very charming when he smiles.
球星,qiúxīng,Noun,sports star (ball sport),这是我最喜欢的球星，他很厉害。,"Zhè shì wǒ zuì xǐhuan de qiúxīng, tā hěn lìhài.","This is my favorite star, he is very powerful.",虽然这位球星不高，可是非常有魅力。,"Suīrán zhè wèi qiúxīng bù gāo, kěshì fēicháng yǒu mèilì.","He is not tall, but he is very attractive."
经过,jīngguò,Verb,to pass,昨天经过学校的时候，我看见美美在打篮球。,"Zuótiān jīngguò xuéxiào de shíhou, Wǒ kànjiàn Měiměi zài dǎ lánqiú.",I saw Meimei playing basketball when I passing our school yesterday.,我每天去学校都会经过一家很漂亮的咖啡店。,Wǒ měitiān qù xuéxiào dūhuì jīngguò yījiā hěn piàoliang de kāfēi diàn.,I pass a beautiful coffee shop every day on the way to school.
圆,yuán,Adj,round shape,这张桌子是圆的，我很喜欢。,"Zhè zhāng zhuōzi shì yuán de, wǒ hěn xǐhuan.",This table is round shape and I like it.,他的脸圆圆的，很好看。,"Tā de liǎn yuán yuán de, hěn hǎokàn.",His face is round and nice-looking.
丈夫,zhàngfu,Noun,husband,那位穿白衬衫的是我的丈夫。,Nà wèi chuān bái chènshān de shì wǒ de zhàngfu.,That man with white shirts is my husband.,我的丈夫是导游。,Wǒ de zhàngfu shì dǎoyóu.,My husband is a tour guide.
位,wèi,Measure word,measure word for people (honorific),那位戴红色的帽子的男生是我的弟弟。,Nà wèi dài hóngsè de màozi de nánshēng shì wǒ de dìdi.,That man who is wearing a red hat is my younger brother.,今天有几位同事要一起去看电影呢？,Jīntiān yǒu jǐ wèi tóngshì yào yīqǐ qù kàn diànyǐng ne?,How many colleagues are going to watch movies today?
眼睛,yǎnjīng,Noun,eye,他的眼睛圆圆的，很漂亮。,"Tā de yǎnjīng yuán yuán de, hěn piàoliang.",His eyes are round and pretty.,他的眼睛是蓝色的。,Tā de yǎnjīng shì lánsè de.,His eyes are blue.
妻子,qīzi,Noun,wife,我的妻子喜欢吃蛋糕。,Wǒ de qīzi xǐhuan chī dàngāo.,My wife likes to eat cakes.,我的妻子是长头发。,Wǒ de qīzi shì zhǎng tóufǎ .,My wife is long hair.
脸,liǎn,Noun,face,这位脸红红的，笑得很开心的是谁？,"Zhè wèi liǎnhóng hóng de, xiào de hěn kāixīn de shì shéi?",Who is this with a red and laughing face?,你的脸怎么了？,Nǐ de liǎn zěnmele?,What's wrong with your face?
个子,gèzi,Noun,"height, stature",爸爸的个子高高的，脸胖胖的。,"Bàba de gèzi gāo gāo de, liǎn pàng pàng de.","Daddy is tall, and his face is fat.",他的个子好高。,Tā de gèzi hào gāo.,He is tall.
先生,xiānsheng,Noun,"Mr., husband",我的先生在医院工作。,Wǒ de xiānshēng zài yīyuàn gōngzuò.,My husband works in the hospital.,这位先生瘦瘦的，头发长长的。,"Zhè wèi xiānshēng shòu shòu de, tóufà zhǎng zhǎng de.",The gentleman is thin and long hair.
差不多,chàbùduō,Adv,"almost, nearly",从我家到历史博物馆走路差不多十分钟。,Cóng wǒjiā dào lìshǐ bówùguǎn zǒulù chàbùduō shí fēnzhōng.,It takes about ten minutes walk from my home to history museum.,你的哥哥跟你差不多高。,Nǐ dí gēgē gēn nǐ chàbùduō gāo.,Your brother is almost as tall as you.
厉害,lìhài,Adj,"tremendous, awesome",他学汉语才三个月，就这么厉害了。,"Tā xué hànyǔ cái sān gè yuè, jiù zhème lìhàile.",He learned Chinese only three months but he is good at it.,你很厉害，这么难的汉字都会写。,"Nǐ hěn lìhài, zhème nán de hànzì dūhuì xiě.",It's so amazing that you could write such a difficult Chinese character.
听力,tīnglì,Noun,listening skill/ hearing,我的听力不好，也很怕跟中国人说话。,"Wǒ de tīnglì bù hǎo, yě hěn pà gēn Zhōngguó rén shuōhuà.","My hearing is not good, and very afraid to talk with Chinese people.",你平常怎么练习听力的？,Nǐ píngcháng zěnme liànxí tīnglì de?,How do you practice your listening?
努力,nǔlì,Adj/Adv,"great effort, to try hard",因为想去中国，所以他每天都努力学习汉语。,"Yīnwèi xiǎng qù Zhōngguó, suǒyǐ tā měitiān dū nǔlì xuéxí hànyǔ.","Because he wanted to go to China, so he worked hard every day to learn Chinese.",每天努力学习，多练习就会很厉害了。,"Měitiān nǔlì xuéxí, duō liànxí jiù huì hěn lìhàile.",Study hard and practice every day then you will be good at it.
